material_id,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score
M07609,Bamboo Fiber,35.0,3.14,97.49,0.6,39.77,6,18.55,177,4
M07610,Bamboo Fiber,42.64,3.8,99.87,0.6,40.7,5,17.66,148,3
M07611,Bamboo Fiber,48.46,2.72,97.22,0.66,37.83,8,20.95,190,4
M07612,Bamboo Fiber,46.61,2.21,96.79,0.75,35.73,6,18.21,147,2
M07613,Bamboo Fiber,43.24,3.71,96.21,0.88,38.7,7,18.82,162,3
M07614,Bamboo Fiber,45.62,3.3,94.64,0.7,36.78,6,17.81,141,4
M07615,Bamboo Fiber,45.42,5.93,97.73,0.81,31.42,6,19.54,176,2
M07616,Bamboo Fiber,43.55,4.5,94.85,0.6,35.45,7,20.25,190,2
M07617,Bamboo Fiber,46.09,3.5,98.07,0.9,38.4,8,18.81,152,3
M07618,Bamboo Fiber,38.86,4.11,94.97,0.73,36.51,7,17.94,153,3
M07619,Bamboo Fiber,49.29,4.68,96.28,0.77,40.02,7,19.08,155,3
M07620,Bamboo Fiber,46.48,4.49,95.89,0.82,37.18,6,18.95,162,3
M07621,Bamboo Fiber,46.09,5.35,99.38,0.78,39.14,6,19.31,170,2
M07622,Bamboo Fiber,51.48,4.34,95.75,0.66,33.99,6,18.6,145,2
M07623,Bamboo Fiber,38.7,4.4,94.73,0.66,42.03,6,19.37,186,2
M07624,Bamboo Fiber,49.35,5.1,99.33,0.89,42.51,8,20.14,172,3
M07625,Bamboo Fiber,47.14,4.88,95.11,0.62,42.53,7,19.06,159,3
M07626,Bamboo Fiber,40.67,3.75,99.94,0.61,43.51,5,17.92,157,2
M07627,Bamboo Fiber,42.64,5.92,98.81,0.73,38.77,5,19.31,181,2
M07628,Bamboo Fiber,47.36,4.29,94.44,0.71,44.19,6,18.89,159,5
M07629,Bamboo Fiber,45.97,3.95,91.38,0.9,38.86,6,18.0,144,3
M07630,Bamboo Fiber,36.69,3.05,97.87,0.66,45.0,6,18.57,174,2
M07631,Bamboo Fiber,48.96,2.88,98.43,0.82,38.76,6,18.05,139,3
M07632,Bamboo Fiber,50.64,3.44,98.44,0.69,37.36,6,20.76,190,2
M07633,Bamboo Fiber,42.17,2.78,98.25,0.72,44.38,7,18.87,165,3
M07634,Bamboo Fiber,43.42,3.87,92.31,0.6,40.26,6,19.79,185,3
M07635,Bamboo Fiber,45.68,5.25,97.59,0.61,31.79,7,18.72,155,3
M07636,Bamboo Fiber,44.35,5.53,94.97,0.77,42.37,9,17.73,130,3
M07637,Bamboo Fiber,41.56,4.12,97.35,0.76,40.4,6,18.66,166,3
M07638,Bamboo Fiber,37.29,3.59,97.72,0.6,32.92,6,18.43,170,4
M07639,Bamboo Fiber,51.49,3.76,92.06,0.83,34.07,6,19.15,156,3
M07640,Bamboo Fiber,46.0,5.75,98.17,0.62,42.85,6,18.3,150,3
M07641,Bamboo Fiber,35.0,3.99,98.33,0.6,35.03,8,18.15,161,2
M07642,Bamboo Fiber,49.47,4.35,99.44,0.8,35.35,6,18.85,154,2
M07643,Bamboo Fiber,55.0,4.05,99.35,0.8,31.32,6,19.2,150,5
M07644,Bamboo Fiber,43.44,3.44,100.0,0.69,36.77,6,19.29,175,4
M07645,Bamboo Fiber,35.0,3.43,96.42,0.77,42.12,6,16.95,145,2
M07646,Bamboo Fiber,36.72,6.0,96.5,0.63,41.11,6,19.37,190,2
M07647,Bamboo Fiber,39.55,4.4,98.45,0.78,34.43,7,17.5,143,2
M07648,Bamboo Fiber,45.15,2.59,98.92,0.9,36.43,5,18.41,158,2
M07649,Bamboo Fiber,46.67,3.41,95.26,0.9,38.79,6,19.67,176,3
M07650,Bamboo Fiber,50.24,4.16,97.27,0.68,37.26,8,19.27,153,3
M07651,Bamboo Fiber,38.79,3.39,93.56,0.68,32.28,8,18.93,169,3
M07652,Bamboo Fiber,35.0,3.62,98.45,0.6,37.81,5,17.75,165,5
M07653,Bamboo Fiber,42.92,2.65,98.81,0.85,30.0,7,19.09,168,3
M07654,Bamboo Fiber,35.9,3.19,96.96,0.6,43.02,6,17.89,162,4
M07655,Bamboo Fiber,49.93,4.19,96.97,0.88,41.77,8,19.99,168,2
M07656,Bamboo Fiber,38.45,2.96,97.76,0.69,42.12,7,17.8,151,2
M07657,Bamboo Fiber,45.12,2.97,98.92,0.6,38.36,6,20.21,190,3
M07658,Bamboo Fiber,44.12,3.22,97.81,0.78,40.39,7,18.11,146,2
M07659,Bamboo Fiber,35.0,4.03,98.93,0.62,35.73,7,19.1,184,3
M07660,Bamboo Fiber,43.11,4.43,95.95,0.72,45.0,9,18.71,152,2
M07661,Bamboo Fiber,45.06,3.3,99.4,0.65,40.1,7,19.66,175,2
M07662,Bamboo Fiber,42.81,3.23,99.11,0.77,38.28,8,18.83,159,2
M07663,Bamboo Fiber,44.21,2.95,93.8,0.74,44.11,8,19.02,160,2
M07664,Bamboo Fiber,46.17,3.95,99.72,0.72,40.81,7,19.12,162,2
M07665,Bamboo Fiber,55.0,5.56,95.09,0.89,30.62,7,18.75,137,2
M07666,Bamboo Fiber,35.0,3.94,96.96,0.73,38.79,7,17.05,143,3
M07667,Bamboo Fiber,41.51,4.16,97.0,0.6,33.88,6,18.45,162,2
M07668,Bamboo Fiber,35.83,4.43,98.92,0.6,35.34,5,17.33,155,4
M07669,Bamboo Fiber,42.75,5.55,95.93,0.85,39.6,6,18.07,152,2
M07670,Bamboo Fiber,42.81,4.87,95.32,0.88,33.14,7,17.18,130,3
M07671,Bamboo Fiber,41.77,4.1,92.6,0.72,33.65,9,20.23,185,2
M07672,Bamboo Fiber,53.69,4.85,95.63,0.77,33.78,6,19.57,160,3
M07673,Bamboo Fiber,41.08,4.23,96.44,0.76,39.56,8,18.96,165,3
M07674,Bamboo Fiber,48.36,2.55,96.04,0.85,38.14,7,20.24,180,2
M07675,Bamboo Fiber,55.0,4.64,98.76,0.9,40.27,8,20.45,167,4
M07676,Bamboo Fiber,36.41,4.02,96.28,0.6,31.76,7,17.89,157,4
M07677,Bamboo Fiber,49.1,4.3,98.86,0.67,36.8,6,19.11,160,2
M07678,Bamboo Fiber,44.74,3.28,97.08,0.82,37.16,7,18.72,157,3
M07679,Bamboo Fiber,53.14,4.11,100.0,0.87,41.21,6,20.96,189,3
M07680,Bamboo Fiber,46.07,5.7,96.95,0.79,31.2,7,19.21,164,2
M07681,Bamboo Fiber,35.0,3.6,95.43,0.65,35.56,7,18.3,168,3
M07682,Bamboo Fiber,55.0,5.21,98.44,0.83,38.65,7,18.9,140,4
M07683,Bamboo Fiber,48.71,4.28,99.31,0.9,37.04,6,17.97,138,2
M07684,Bamboo Fiber,51.06,4.28,95.99,0.81,40.09,6,19.16,157,3
M07685,Bamboo Fiber,50.87,4.6,97.65,0.66,38.79,7,18.44,139,2
M07686,Bamboo Fiber,45.39,4.85,96.14,0.86,45.0,5,19.54,180,2
M07687,Bamboo Fiber,55.0,3.28,97.6,0.83,38.28,8,18.95,137,3
M07688,Bamboo Fiber,35.81,4.47,97.02,0.67,34.38,6,17.38,152,2
M07689,Bamboo Fiber,42.38,2.64,93.48,0.72,38.89,7,17.79,143,4
M07690,Bamboo Fiber,52.4,4.11,98.63,0.9,37.6,6,19.04,152,3
M07691,Bamboo Fiber,46.47,4.25,98.27,0.78,42.53,6,19.2,167,3
M07692,Bamboo Fiber,45.63,3.85,100.0,0.9,37.31,9,19.06,154,4
M07693,Bamboo Fiber,44.7,4.94,96.77,0.7,40.7,6,17.77,142,2
M07694,Bamboo Fiber,40.85,3.61,95.16,0.86,37.47,7,18.79,166,3
M07695,Bamboo Fiber,42.6,4.56,95.75,0.69,41.19,6,18.21,155,2
M07696,Bamboo Fiber,42.3,3.69,96.43,0.73,43.41,5,18.08,157,2
M07697,Bamboo Fiber,55.0,3.59,95.72,0.9,35.47,8,19.65,151,5
M07698,Bamboo Fiber,44.91,3.89,95.09,0.64,37.06,7,18.24,147,4
M07699,Bamboo Fiber,41.84,3.26,94.52,0.73,41.19,7,18.48,158,4
M07700,Bamboo Fiber,50.3,2.7,97.25,0.9,37.63,6,19.83,172,2
M07701,Bamboo Fiber,54.31,4.87,97.01,0.79,43.01,6,20.23,172,2
M07702,Bamboo Fiber,41.93,4.6,98.87,0.76,37.95,6,18.34,159,2
M07703,Bamboo Fiber,41.97,5.02,95.74,0.74,40.93,8,19.1,166,2
M07704,Bamboo Fiber,55.0,5.44,97.93,0.81,35.31,7,19.35,149,2
M07705,Bamboo Fiber,38.52,2.92,97.33,0.6,39.3,7,18.3,161,2
M07706,Bamboo Fiber,47.58,3.99,95.27,0.76,33.04,5,18.46,154,3
M07707,Bamboo Fiber,48.73,5.54,98.74,0.66,37.66,9,20.02,167,2
M07708,Bamboo Fiber,35.37,6.0,96.39,0.73,38.31,7,19.44,190,2
M07709,Bamboo Fiber,41.32,6.0,95.3,0.63,45.0,6,18.03,154,4
M07710,Bamboo Fiber,40.88,2.94,98.33,0.6,43.18,5,18.29,164,2
M07711,Bamboo Fiber,51.93,4.11,97.38,0.9,35.72,6,20.19,176,3
M07712,Bamboo Fiber,43.24,3.23,97.41,0.73,30.0,8,18.37,149,3
M07713,Bamboo Fiber,52.58,4.44,97.08,0.86,38.6,7,19.06,148,3
M07714,Bamboo Fiber,46.73,4.09,95.61,0.87,45.0,6,18.72,157,5
M07715,Bamboo Fiber,43.46,3.23,92.95,0.79,42.92,6,18.5,159,2
M07716,Bamboo Fiber,42.01,5.0,95.75,0.8,36.33,6,17.7,146,3
M07717,Bamboo Fiber,43.77,4.62,95.04,0.87,45.0,7,18.83,161,4
M07718,Bamboo Fiber,46.04,5.1,97.38,0.85,40.38,6,19.85,181,2
M07719,Bamboo Fiber,36.66,4.33,93.64,0.8,42.13,8,18.12,157,2
M07720,Bamboo Fiber,38.68,4.69,96.36,0.67,37.26,5,18.47,172,3
M07721,Bamboo Fiber,43.78,2.19,93.8,0.79,31.02,8,17.88,138,2
M07722,Bamboo Fiber,35.11,3.04,97.71,0.7,43.12,7,17.66,155,2
M07723,Bamboo Fiber,55.0,4.82,97.84,0.7,35.62,5,19.8,166,4
M07724,Bamboo Fiber,51.12,3.46,93.48,0.7,39.94,7,19.16,153,3
M07725,Bamboo Fiber,45.21,2.0,97.04,0.66,37.6,7,18.97,161,2
M07726,Bamboo Fiber,40.87,3.64,97.76,0.6,38.6,6,17.79,150,2
M07727,Bamboo Fiber,43.19,5.88,95.89,0.66,39.65,6,18.67,163,2
M07728,Bamboo Fiber,41.88,3.96,96.03,0.64,36.32,6,18.39,160,3
M07729,Bamboo Fiber,43.96,3.9,95.97,0.61,37.26,6,18.05,149,4
M07730,Bamboo Fiber,41.64,3.24,100.0,0.65,35.52,5,17.36,144,3
M07731,Bamboo Fiber,51.34,4.11,100.0,0.86,37.87,7,19.73,164,2
M07732,Bamboo Fiber,51.31,4.38,96.9,0.9,34.66,5,18.18,141,3
M07733,Bamboo Fiber,47.79,4.18,96.22,0.8,32.54,7,20.33,183,3
M07734,Bamboo Fiber,43.65,2.37,99.92,0.8,33.91,8,17.46,130,3
M07735,Bamboo Fiber,49.5,4.46,90.77,0.9,39.86,7,20.75,188,2
M07736,Bamboo Fiber,48.31,3.62,96.89,0.79,43.84,8,18.23,136,3
M07737,Bamboo Fiber,43.29,4.5,95.37,0.79,40.4,7,19.58,177,3
M07738,Bamboo Fiber,47.51,4.06,94.56,0.76,35.37,7,19.85,174,2
M07739,Bamboo Fiber,41.97,2.04,95.62,0.68,36.31,5,16.8,132,4
M07740,Bamboo Fiber,44.56,3.75,99.14,0.72,41.81,6,18.56,158,2
M07741,Bamboo Fiber,42.12,3.55,95.69,0.69,40.4,6,18.91,170,2
M07742,Bamboo Fiber,44.07,4.24,96.03,0.63,38.71,7,18.16,147,2
M07743,Bamboo Fiber,45.54,5.13,93.11,0.8,40.26,6,18.35,152,2
M07744,Bamboo Fiber,37.74,4.56,98.6,0.83,38.33,6,17.92,159,2
M07745,Bamboo Fiber,51.54,3.88,97.44,0.74,40.39,5,18.6,149,3
M07746,Bamboo Fiber,46.29,2.82,100.0,0.83,39.66,9,18.28,137,2
M07747,Bamboo Fiber,52.38,4.47,90.0,0.69,32.92,7,18.19,131,3
M07748,Bamboo Fiber,38.91,4.47,97.17,0.71,36.75,5,17.49,152,3
M07749,Bamboo Fiber,46.51,4.26,94.14,0.75,36.57,5,20.0,187,3
M07750,Bamboo Fiber,45.87,5.99,95.19,0.61,39.26,6,19.79,180,3
M07751,Bamboo Fiber,50.66,4.78,98.46,0.82,37.03,7,19.42,159,2
M07752,Bamboo Fiber,47.88,3.28,92.59,0.73,37.15,6,18.84,157,2
M07753,Bamboo Fiber,48.58,5.09,94.67,0.69,33.81,7,18.61,147,2
M07754,Bamboo Fiber,36.93,6.0,97.24,0.73,41.89,9,18.24,155,3
M07755,Bamboo Fiber,46.8,5.06,95.09,0.78,40.02,5,18.33,153,2
M07756,Bamboo Fiber,48.95,4.23,94.46,0.88,39.28,7,19.7,168,3
M07757,Bamboo Fiber,40.24,3.33,97.65,0.6,36.58,6,18.72,170,3
M07758,Bamboo Fiber,39.55,3.4,97.21,0.61,43.06,7,19.45,182,3
M07759,Bamboo Fiber,51.36,2.95,93.98,0.9,38.79,7,19.29,155,2
M07760,Bamboo Fiber,36.4,2.57,95.22,0.6,44.79,6,18.09,165,2
M07761,Bamboo Fiber,39.79,2.64,98.13,0.6,41.37,7,18.78,168,2
M07762,Bamboo Fiber,45.86,2.6,96.62,0.74,40.6,7,19.69,174,3
M07763,Bamboo Fiber,38.14,3.91,94.4,0.61,36.61,9,19.66,181,2
M07764,Bamboo Fiber,41.22,3.74,99.19,0.86,32.71,6,18.22,158,2
M07765,Bamboo Fiber,42.93,4.94,93.87,0.66,41.94,7,18.84,163,3
M07766,Bamboo Fiber,50.14,3.98,98.6,0.74,39.0,7,19.41,160,4
M07767,Bamboo Fiber,53.44,5.07,96.91,0.85,33.25,6,18.04,130,3
M07768,Bamboo Fiber,49.48,3.86,95.91,0.85,30.22,5,19.05,162,2
M07769,Bamboo Fiber,39.31,3.14,93.78,0.84,38.32,8,17.88,147,2
M07770,Bamboo Fiber,44.08,4.24,97.14,0.79,41.78,7,18.81,160,5
M07771,Bamboo Fiber,53.7,4.46,97.67,0.82,41.2,6,19.42,157,2
M07772,Bamboo Fiber,44.76,3.55,97.36,0.63,38.57,6,18.38,154,2
M07773,Bamboo Fiber,43.35,3.85,97.34,0.65,36.57,6,17.93,148,4
M07774,Bamboo Fiber,44.62,4.92,100.0,0.9,37.36,6,17.71,141,4
M07775,Bamboo Fiber,43.26,3.66,94.98,0.71,42.72,8,20.18,185,5
M07776,Bamboo Fiber,44.27,4.77,100.0,0.81,40.19,6,17.13,130,4
M07777,Bamboo Fiber,48.96,2.24,96.03,0.85,38.13,8,19.45,159,3
M07778,Bamboo Fiber,48.22,2.92,97.9,0.71,40.3,5,19.07,165,4
M07779,Bamboo Fiber,52.24,4.09,95.13,0.88,36.94,7,19.62,160,2
M07780,Bamboo Fiber,42.9,5.61,97.8,0.88,43.22,5,19.54,185,2
M07781,Bamboo Fiber,55.0,2.49,97.23,0.7,30.0,6,19.3,152,3
M07782,Bamboo Fiber,47.43,3.74,98.93,0.78,34.12,5,18.89,163,2
M07783,Bamboo Fiber,35.64,3.78,94.7,0.61,36.58,8,19.01,177,2
M07784,Bamboo Fiber,41.64,2.34,97.86,0.72,31.63,7,18.26,154,3
M07785,Bamboo Fiber,35.64,5.38,99.34,0.81,30.0,7,18.26,166,4
M07786,Bamboo Fiber,44.82,3.3,98.24,0.9,45.0,5,17.03,131,2
M07787,Bamboo Fiber,45.78,2.5,92.76,0.61,34.71,6,19.28,170,3
M07788,Bamboo Fiber,35.0,4.52,96.55,0.75,38.37,6,16.2,130,3
M07789,Bamboo Fiber,44.32,3.67,95.93,0.74,34.09,5,18.08,153,2
M07790,Bamboo Fiber,38.86,3.6,97.12,0.66,45.0,8,17.64,143,3
M07791,Bamboo Fiber,53.24,5.18,98.26,0.78,40.72,6,20.62,182,3
M07792,Bamboo Fiber,48.63,3.54,100.0,0.64,34.23,7,20.76,190,3
M07793,Bamboo Fiber,42.22,4.59,97.92,0.83,39.37,7,18.02,148,2
M07794,Bamboo Fiber,47.12,2.0,96.25,0.75,37.25,6,19.16,165,2
M07795,Bamboo Fiber,39.61,4.76,94.93,0.79,33.93,7,17.71,147,3
M07796,Bamboo Fiber,43.66,3.45,96.84,0.7,35.91,6,17.37,136,2
M07797,Bamboo Fiber,46.31,3.16,98.54,0.86,34.84,7,19.33,166,3
M07798,Bamboo Fiber,43.57,3.13,92.02,0.81,35.81,6,18.86,166,2
M07799,Bamboo Fiber,44.91,4.87,98.95,0.83,37.61,8,18.69,152,4
M07800,Bamboo Fiber,42.02,5.1,96.38,0.87,32.35,7,18.15,151,4
M07801,Bamboo Fiber,43.91,4.98,97.75,0.77,36.01,6,19.24,173,3
M07802,Bamboo Fiber,41.19,2.0,97.45,0.81,31.96,7,18.47,159,2
M07803,Bamboo Fiber,44.9,2.0,99.12,0.67,38.62,7,19.59,174,3
M07804,Bamboo Fiber,47.66,3.07,98.96,0.76,36.72,7,19.22,161,2
M07805,Bamboo Fiber,50.43,5.38,98.24,0.68,33.89,5,18.09,141,3
M07806,Bamboo Fiber,52.19,4.77,98.7,0.9,45.0,8,19.97,163,2
M07807,Bamboo Fiber,40.48,3.69,94.67,0.85,31.82,6,18.0,155,3
M07808,Bamboo Fiber,43.91,4.61,100.0,0.83,39.64,5,18.99,172,3
M07809,Bamboo Fiber,55.0,2.13,93.93,0.8,34.75,6,20.05,167,2
M07810,Bamboo Fiber,46.52,3.08,95.99,0.72,33.22,5,18.85,164,5
M07811,Bamboo Fiber,49.8,4.61,93.2,0.82,42.92,6,19.03,157,2
M07812,Bamboo Fiber,48.5,4.5,100.0,0.74,34.08,7,19.25,160,3
M07813,Bamboo Fiber,47.47,4.57,94.23,0.77,30.0,7,19.25,162,3
M07814,Bamboo Fiber,44.59,5.3,95.71,0.7,38.3,6,19.76,182,3
M07815,Bamboo Fiber,44.11,2.06,94.65,0.82,39.01,5,18.51,162,2
M07816,Bamboo Fiber,50.91,5.04,96.34,0.9,37.79,5,18.94,157,5
M07817,Bamboo Fiber,45.89,4.96,99.71,0.68,43.93,7,19.39,168,2
M07818,Bamboo Fiber,48.45,3.94,97.12,0.85,30.45,6,18.95,158,2
M07819,Bamboo Fiber,46.82,5.61,93.81,0.78,37.55,7,18.38,146,5
M07820,Bamboo Fiber,42.67,2.85,95.92,0.66,34.37,6,18.42,159,2
M07821,Bamboo Fiber,47.61,4.44,96.19,0.67,42.03,8,19.21,157,2
M07822,Bamboo Fiber,46.58,3.54,100.0,0.81,43.31,5,19.56,178,5
M07823,Bamboo Fiber,49.94,5.74,97.08,0.79,37.12,7,19.59,164,3
M07824,Bamboo Fiber,43.27,6.0,96.45,0.6,34.27,5,18.88,171,2
M07825,Bamboo Fiber,40.17,5.86,96.38,0.76,33.91,6,17.92,154,2
M07826,Bamboo Fiber,35.0,3.97,97.35,0.6,45.0,7,18.6,174,2
M07827,Bamboo Fiber,39.66,2.36,95.51,0.64,42.77,6,18.57,168,2
M07828,Bamboo Fiber,51.71,4.51,95.39,0.9,38.0,5,18.82,153,2
M07829,Bamboo Fiber,45.5,4.19,99.5,0.69,38.79,5,17.65,142,3
M07830,Bamboo Fiber,50.04,2.59,97.55,0.82,35.27,6,19.35,163,3
M07831,Bamboo Fiber,38.32,3.97,94.91,0.6,38.57,6,18.68,173,3
M07832,Bamboo Fiber,44.46,2.2,96.12,0.66,41.62,8,20.55,190,2
M07833,Bamboo Fiber,49.85,2.17,99.71,0.8,40.02,6,18.79,152,3
M07834,Bamboo Fiber,40.17,3.72,98.69,0.64,35.82,5,17.02,140,3
M07835,Bamboo Fiber,40.04,2.84,91.39,0.81,41.89,6,18.35,163,2
M07836,Bamboo Fiber,44.31,2.99,98.82,0.8,37.38,7,18.73,158,2
M07837,Bamboo Fiber,40.54,2.0,93.77,0.6,45.0,6,16.75,130,2
M07838,Bamboo Fiber,42.6,3.31,93.71,0.77,32.87,7,18.01,147,3
M07839,Bamboo Fiber,45.94,3.25,98.07,0.66,33.46,6,18.49,154,2
M07840,Bamboo Fiber,43.17,3.94,94.72,0.88,43.08,8,20.27,187,4
M07841,Bamboo Fiber,43.27,3.57,98.72,0.64,42.15,8,18.38,149,3
M07842,Bamboo Fiber,49.61,4.94,93.89,0.71,36.31,8,18.41,137,4
M07843,Bamboo Fiber,39.1,5.35,96.76,0.65,39.1,7,17.91,152,3
M07844,Bamboo Fiber,51.98,5.62,98.15,0.84,34.2,8,20.5,174,2
M07845,Bamboo Fiber,43.39,3.84,96.19,0.6,39.37,6,17.84,146,2
M07846,Bamboo Fiber,50.52,3.28,95.72,0.66,30.0,7,19.95,170,2
M07847,Bamboo Fiber,45.94,5.42,99.81,0.84,37.12,7,19.59,172,4
M07848,Bamboo Fiber,42.67,4.14,94.5,0.8,38.92,6,18.67,164,3
M07849,Bamboo Fiber,40.94,4.78,97.38,0.77,35.99,5,17.74,153,3
M07850,Bamboo Fiber,44.03,4.41,92.67,0.66,42.85,6,19.45,177,3
M07851,Bamboo Fiber,43.16,3.87,93.62,0.65,42.91,7,19.12,168,3
M07852,Bamboo Fiber,35.0,3.52,99.53,0.68,37.24,6,17.65,159,4
M07853,Bamboo Fiber,40.77,5.3,98.14,0.63,35.85,5,17.48,148,3
M07854,Bamboo Fiber,49.67,3.99,99.71,0.84,34.92,8,18.32,135,3
M07855,Bamboo Fiber,47.07,3.88,99.08,0.76,41.76,8,18.31,140,2
M07856,Bamboo Fiber,51.35,3.16,90.94,0.78,36.25,8,20.14,168,3
M07857,Bamboo Fiber,55.0,5.09,95.66,0.9,40.49,6,20.4,174,2
M07858,Bamboo Fiber,37.14,3.81,98.2,0.6,34.19,5,18.11,168,2
M07859,Bamboo Fiber,35.0,2.32,97.74,0.68,38.95,6,17.3,152,2
M07860,Bamboo Fiber,45.47,3.41,95.67,0.6,34.96,6,19.2,169,4
M07861,Bamboo Fiber,41.63,2.93,95.21,0.68,38.46,7,18.66,162,2
M07862,Bamboo Fiber,41.89,5.4,95.02,0.67,35.33,6,18.49,162,2
M07863,Bamboo Fiber,40.09,4.53,99.01,0.6,39.65,6,18.91,174,2
M07864,Bamboo Fiber,45.53,4.59,97.23,0.79,32.67,6,18.45,154,3
M07865,Bamboo Fiber,42.4,4.68,97.26,0.73,40.17,8,18.64,156,5
M07866,Bamboo Fiber,51.11,3.94,96.71,0.71,37.31,8,19.41,154,2
M07867,Bamboo Fiber,45.45,4.08,96.35,0.72,40.59,7,18.89,159,3
M07868,Bamboo Fiber,50.61,5.8,97.96,0.9,43.34,8,20.11,169,2
M07869,Bamboo Fiber,37.17,2.47,99.87,0.6,33.52,5,18.12,168,2
M07870,Bamboo Fiber,44.93,3.65,96.86,0.71,35.48,8,18.34,145,2
M07871,Bamboo Fiber,46.04,5.81,98.94,0.67,35.92,6,18.7,158,3
M07872,Bamboo Fiber,40.25,3.87,98.19,0.6,39.24,6,18.47,165,3
M07873,Bamboo Fiber,44.1,4.98,100.0,0.76,40.49,5,18.06,153,3
M07874,Bamboo Fiber,35.2,2.0,97.84,0.62,45.0,5,18.32,176,2
M07875,Bamboo Fiber,43.88,4.25,97.59,0.83,42.33,6,18.64,161,2
M07876,Bamboo Fiber,49.95,3.2,93.96,0.9,31.75,7,19.74,167,2
M07877,Bamboo Fiber,49.76,4.22,97.59,0.9,36.56,8,19.38,156,3
M07878,Bamboo Fiber,44.93,3.01,97.58,0.83,38.35,6,19.34,173,4
M07879,Bamboo Fiber,43.11,2.46,95.61,0.68,43.62,7,19.06,167,3
M07880,Bamboo Fiber,43.94,5.0,96.05,0.75,30.0,7,19.29,170,3
M07881,Bamboo Fiber,37.95,2.81,96.76,0.65,34.7,8,18.25,157,4
M07882,Bamboo Fiber,40.92,2.79,96.56,0.76,41.01,6,17.04,135,3
M07883,Bamboo Fiber,36.38,3.76,95.53,0.81,36.86,7,18.64,172,2
M07884,Bamboo Fiber,43.16,4.02,99.47,0.79,39.31,6,18.37,157,2
M07885,Bamboo Fiber,49.35,3.96,99.19,0.83,38.26,8,18.99,149,3
M07886,Bamboo Fiber,48.38,3.93,97.24,0.9,34.58,6,19.89,177,3
M07887,Bamboo Fiber,49.84,3.38,92.74,0.9,37.22,7,18.08,134,3
M07888,Bamboo Fiber,52.65,6.0,97.55,0.73,41.5,8,19.42,151,2
M07889,Bamboo Fiber,47.41,5.84,95.92,0.77,41.32,5,18.69,159,3
M07890,Bamboo Fiber,49.41,2.62,100.0,0.88,38.39,7,18.49,143,2
M07891,Bamboo Fiber,41.93,5.03,99.04,0.83,33.41,5,17.99,156,2
M07892,Bamboo Fiber,40.86,5.16,97.3,0.65,39.37,7,19.04,171,2
M07893,Bamboo Fiber,45.2,3.08,95.84,0.6,35.38,8,19.42,166,3
M07894,Bamboo Fiber,42.79,5.3,98.73,0.69,33.17,6,19.53,181,4
M07895,Bamboo Fiber,47.07,4.77,100.0,0.74,36.93,7,19.51,168,2
M07896,Bamboo Fiber,41.94,3.24,95.71,0.71,38.93,6,17.69,146,2
M07897,Bamboo Fiber,47.56,4.89,100.0,0.77,38.69,8,18.46,142,2
M07898,Bamboo Fiber,43.68,3.06,97.95,0.73,36.95,7,20.27,190,3
M07899,Bamboo Fiber,48.39,3.97,97.75,0.8,36.35,6,19.59,171,4
M07900,Bamboo Fiber,50.9,3.69,98.73,0.9,38.54,9,20.34,169,2
M07901,Bamboo Fiber,41.05,4.16,93.85,0.67,34.54,5,18.41,166,3
M07902,Bamboo Fiber,51.93,4.4,98.04,0.79,39.75,6,18.89,150,4
M07903,Bamboo Fiber,41.71,3.86,98.39,0.83,37.71,8,18.67,158,3
M07904,Bamboo Fiber,43.62,4.53,97.71,0.64,36.68,6,19.41,177,3
M07905,Bamboo Fiber,51.07,2.75,93.79,0.8,41.02,6,20.51,184,4
M07906,Bamboo Fiber,40.33,2.58,97.38,0.8,42.3,8,17.68,141,2
M07907,Bamboo Fiber,48.88,3.42,98.89,0.9,32.34,6,18.89,156,2
M07908,Bamboo Fiber,46.08,4.59,98.94,0.85,39.45,7,19.06,161,2
M07909,Bamboo Fiber,47.84,3.2,99.01,0.74,39.21,6,20.03,181,3
M07910,Bamboo Fiber,46.83,5.76,98.56,0.87,40.57,6,19.23,167,3
M07911,Bamboo Fiber,52.54,4.07,94.53,0.88,35.95,6,18.4,139,2
M07912,Bamboo Fiber,40.54,4.56,98.28,0.66,39.38,6,17.95,154,2
M07913,Bamboo Fiber,51.25,2.0,98.26,0.78,45.0,7,19.77,165,2
M07914,Bamboo Fiber,35.0,4.46,98.69,0.63,36.95,6,17.95,165,3
M07915,Bamboo Fiber,45.54,2.95,100.0,0.82,34.64,6,17.55,136,2
M07916,Bamboo Fiber,43.34,5.42,95.2,0.74,38.13,7,17.93,144,3
M07917,Bamboo Fiber,50.09,5.27,93.79,0.87,45.0,5,19.41,168,4
M07918,Bamboo Fiber,50.53,4.88,95.16,0.87,30.0,8,20.45,176,3
M07919,Bamboo Fiber,53.36,3.1,95.22,0.9,40.29,6,19.04,150,3
M07920,Bamboo Fiber,42.64,4.51,95.85,0.79,37.86,8,18.86,160,2
M07921,Bamboo Fiber,47.97,5.16,95.09,0.78,33.41,5,17.65,137,3
M07922,Bamboo Fiber,43.24,5.89,96.56,0.74,35.96,8,19.47,171,2
M07923,Bamboo Fiber,41.15,6.0,95.9,0.86,33.67,6,18.16,157,2
M07924,Bamboo Fiber,45.59,3.07,97.0,0.67,35.24,7,19.71,175,3
