material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
4419,Metal,Steel (304 Grade),390.08,2.58,353.93,1,0.896,0,2.561,88.8,155.21
4420,Metal,Steel (304 Grade),411.63,7.59,1082.86,0.935,0.9,0,2.551,89,156.04
4421,Metal,Aluminum Rigid (Can Grade),97.57,6.24,257.74,1,0.843,0,7.276,100,205.84
4422,Paper,Molded Pulp,20.41,1.08,11.54,0.198,0.152,0.949,0.759,77.3,73.87
4423,Paper,Corrugated Board,36.02,5.63,82.45,0.324,0.251,0.938,0.949,96.2,107.07
4424,Metal,Aluminum Foil (Thin Gauge),66.36,6.18,188.82,1,0.826,0,7.875,90.7,267.26
4425,Metal,Tinplate (Coated Steel),249.73,3.41,316.22,1,1,0,1.771,100,117.03
4426,Metal,Aluminum Foil (Thin Gauge),66.45,3.59,100.69,1,0.85,0,6.221,100,205.01
4427,Glass,Borosilicate Glass,77.04,4.62,139.35,1,0.909,0,1.179,94.6,74.7
4428,Metal,Steel (304 Grade),403.13,5.88,1075.64,1,0.926,0,2.709,86.5,162.68
4429,Glass,Tempered Glass,82.37,2.35,100.88,0.974,0.968,0,1.281,89,79.68
4430,Sustainable,Mycelium Packaging,14.77,4.64,32.37,0.195,0.208,0.932,0.276,73.9,103.75
4431,Sustainable,Bagasse,20.3,0.48,4.9,0.329,0.322,0.992,0.403,84.7,97.94
4432,Plastic,HDPE,23.76,1.97,19.2,0.969,1,0.05,1.707,69.6,129.48
4433,Bioplastic,PLA,50.61,7.04,123.94,0.653,0.724,0.854,0.938,64.8,254.81
4434,Metal,Aluminum Rigid (Can Grade),92.85,6.54,237.81,0.971,0.944,0,6.232,100,200.03
4435,Sustainable,Seaweed-based Film,18.34,4.75,47.44,0.643,0.696,0.897,0.615,70.5,122.01
4436,Paper,Molded Pulp,18.02,1.5,8.66,0.203,0.15,0.954,0.65,83.5,64.74
4437,Metal,Aluminum Rigid (Can Grade),95.81,5.27,175.44,0.99,0.95,0,7.738,99,281.37
4438,Sustainable,Bagasse,19.8,3.39,35.68,0.338,0.347,0.954,0.428,82.9,73.04
4439,Metal,Steel (304 Grade),407.43,2.64,333.32,0.947,0.891,0,2.309,92.9,151.06
4440,Plastic,HDPE,18.6,6.32,55.02,0.947,0.966,0.049,1.325,78.6,165.17
4441,Sustainable,Mycelium Packaging,14.94,4.89,36.07,0.211,0.269,1,0.333,67.6,86.32
4442,Bioplastic,PLA,50.95,2.95,68.45,0.651,0.69,0.897,1.339,52,246.51
4443,Sustainable,Mycelium Packaging,15.42,2.48,19.8,0.194,0.26,1,0.272,74.4,107.9
4444,Paper,Kraft Paper,29.18,5.03,46.51,0.305,0.214,0.88,0.853,87.4,64.74
4445,Metal,Steel (304 Grade),404.09,1.43,263.88,0.961,0.958,0,2.727,86.2,144.42
4446,Metal,Aluminum Foil (Thin Gauge),63.7,3.13,90.26,0.948,0.764,0,7.034,95.4,239.04
4447,Metal,Aluminum Alloy 3003,109.43,3.14,145.93,0.972,0.981,0,8.463,95.2,283.86
4448,Metal,Aluminum Alloy 3003,109.68,1.85,107.87,0.929,1,0,8.091,97.2,244.85
4449,Glass,Borosilicate Glass,76.52,3.23,87.12,0.989,1,0,1.331,90.1,96.28
4450,Glass,Soda-Lime Glass,69.03,6.22,171.13,1,0.969,0,1.087,94.2,48.14
4451,Metal,Aluminum Alloy 3003,111.62,3.35,116.95,1,0.825,0,8.317,96,336.98
4452,Paper,Molded Pulp,19.63,5.66,49.24,0.205,0.131,0.931,0.71,80.1,85.49
4453,Sustainable,Bagasse,19.92,1.58,17.11,0.324,0.407,1,0.55,73.7,97.94
4454,Metal,Aluminum Foil (Thin Gauge),65.43,6.07,189.6,1,0.859,0,7.082,95.2,204.18
4455,Plastic,HDPE,25.3,1.99,25.37,0.881,0.916,0.049,1.855,66.1,129.48
4456,Metal,Tinplate (Coated Steel),243.97,0.54,39.46,0.957,1,0,2.371,90.3,123.67
4457,Metal,Tinplate (Coated Steel),251.04,1.37,113.97,1,0.979,0,1.702,100,105.41
4458,Paper,Molded Pulp,15.76,0.31,2.22,0.214,0.135,0.964,0.559,88.5,69.72
4459,Glass,Borosilicate Glass,73.07,3.99,123.38,0.938,0.968,0,1.247,92.6,71.38
4460,Bioplastic,PLA,48.85,0.9,20.49,0.715,0.687,0.867,1.112,59.3,163.51
4461,Paper,Molded Pulp,18.24,5.35,30.31,0.211,0.123,0.993,0.645,83.7,79.68
4462,Sustainable,Bagasse,19.57,6.13,53.61,0.339,0.346,0.965,0.398,85.1,92.96
4463,Glass,Tempered Glass,78.24,6.75,191.91,1,0.927,0,1.56,81.1,107.9
4464,Glass,Borosilicate Glass,76.65,0.3,8.06,0.953,0.905,0,1.289,91.3,89.64
4465,Sustainable,Mycelium Packaging,14.71,1.48,11.03,0.2,0.238,1,0.314,69.6,126.16
4466,Metal,Tinplate (Coated Steel),246.08,3.63,399.74,1,0.917,0,2.349,90.7,153.55
4467,Plastic,PP,29.77,2.31,22.26,0.857,0.758,0.042,1.488,77.8,137.78
4468,Metal,Aluminum Rigid (Can Grade),94.11,3.33,134.8,0.921,1,0,6.188,100,240.7
4469,Paper,Kraft Paper,26.47,1.44,17.46,0.29,0.189,0.949,0.801,90,63.08
4470,Sustainable,Hemp Fiber Board,27.33,1.37,14.22,0.448,0.463,0.908,0.665,86.8,122.01
4471,Metal,Tinplate (Coated Steel),244.3,6.71,749.61,0.989,0.888,0,1.728,100,146.08
4472,Paper,Corrugated Board,35.88,4.57,50.52,0.324,0.235,0.983,0.95,96.2,112.88
4473,Paper,Kraft Paper,22.17,3.84,41.12,0.313,0.198,1,0.616,99.2,60.59
4474,Bioplastic,PLA,50.86,6.99,162.16,0.752,0.625,0.802,0.978,63.6,259.79
4475,Sustainable,Seaweed-based Film,18.4,1.32,12.94,0.631,0.708,1,0.501,77.8,131.14
4476,Metal,Steel (304 Grade),393.8,2.44,315.73,0.926,0.849,0,2.39,91.6,135.29
4477,Metal,Tinplate (Coated Steel),247.43,3.01,242.34,1,0.843,0,1.741,100,146.91
4478,Metal,Tinplate (Coated Steel),251.43,0.96,111.51,0.936,0.817,0,2.114,94.9,126.16
4479,Glass,Soda-Lime Glass,71.53,2.45,64.14,1,1,0,0.887,100,48.97
4480,Sustainable,Seaweed-based Film,18.4,1.06,6.77,0.654,0.75,1,0.68,66.3,114.54
4481,Plastic,PP,30.01,6.19,67.59,0.945,0.869,0.039,1.465,78.4,127.82
4482,Plastic,PP,26.93,4.9,39.46,0.898,0.882,0.042,1.302,82.5,165.17
4483,Plastic,PP,32.65,0.71,11.1,0.849,1,0.041,1.677,73.1,161.85
4484,Sustainable,Seaweed-based Film,17.78,6.58,57.02,0.683,0.764,0.941,0.689,65.7,148.57
4485,Glass,Tempered Glass,80.55,1.28,54.28,1,0.97,0,1.494,83,95.45
4486,Glass,Soda-Lime Glass,69.84,1.66,60.71,1,0.958,0,1.018,96.8,49.8
4487,Sustainable,Hemp Fiber Board,27.37,4.91,61.66,0.423,0.546,0.901,0.739,83,117.86
4488,Metal,Tinplate (Coated Steel),250.41,0.5,46.13,1,0.837,0,1.871,99.3,142.76
4489,Paper,Corrugated Board,39.23,3.1,42.14,0.361,0.252,0.918,1.098,90.1,84.66
4490,Metal,Aluminum Rigid (Can Grade),94.35,2.79,112.27,1,1,0,5.994,100,183.43
4491,Paper,Kraft Paper,29.07,2.04,21.65,0.289,0.21,0.929,0.866,86.7,58.93
4492,Bioplastic,PLA,50.31,5.57,91.12,0.72,0.673,0.867,1.278,53.9,203.35
4493,Plastic,PET,45.88,5.77,79.01,0.892,0.983,0.02,1.961,84.7,146.08
4494,Glass,Soda-Lime Glass,68.11,3.92,119.9,0.989,0.94,0,0.971,98.6,63.91
4495,Metal,Aluminum Rigid (Can Grade),94.59,6.44,182.91,0.947,0.801,0,5.715,100,189.24
4496,Metal,Tinplate (Coated Steel),243.1,5.29,387.53,1,0.982,0,2.376,90.2,124.5
4497,Metal,Aluminum Alloy 3003,109.55,4.05,234.75,0.956,1,0,6.062,100,270.58
4498,Sustainable,Bagasse,20.11,0.86,5.97,0.371,0.379,1,0.579,71.6,76.36
4499,Sustainable,Mycelium Packaging,15.18,6.15,28.7,0.211,0.221,0.912,0.294,71.9,99.6
4500,Metal,Tinplate (Coated Steel),247.7,1.46,124.03,0.972,0.962,0,2.126,94.7,153.55
4501,Metal,Aluminum Alloy 3003,108.03,0.2,9.11,1,0.988,0,6.33,100,221.61
4502,Sustainable,Bagasse,19.55,2.71,20.5,0.351,0.355,0.916,0.552,73.6,101.26
4503,Glass,Tempered Glass,80.62,1.03,35.14,1,0.897,0,1.596,80.1,108.73
4504,Bioplastic,PLA,50.34,3.27,64.14,0.655,0.692,0.84,0.941,64.7,276.39
4505,Paper,Corrugated Board,29.43,0.39,3.41,0.34,0.23,1,0.789,100,103.75
4506,Sustainable,Bagasse,20.41,2.89,21.3,0.373,0.384,0.936,0.561,73,113.71
4507,Metal,Aluminum Alloy 3003,110.33,4.17,163.49,0.979,0.845,0,7.485,100,282.2
4508,Paper,Corrugated Board,32.5,0.6,8.35,0.338,0.203,0.926,0.891,98.6,78.85
4509,Metal,Tinplate (Coated Steel),246.29,7.92,593.9,1,0.812,0,2.214,93.1,146.91
4510,Metal,Aluminum Foil (Thin Gauge),63.19,3.68,93.74,0.931,0.936,0,5.744,100,280.54
4511,Metal,Aluminum Alloy 3003,113.17,1.11,64.01,1,0.933,0,7.896,98.2,292.16
4512,Metal,Aluminum Rigid (Can Grade),95.52,6.77,232.65,1,0.856,0,7.245,100,229.08
4513,Plastic,HDPE,20.64,2.71,29.77,1,0.948,0.048,1.497,74.5,122.01
4514,Glass,Soda-Lime Glass,68.71,6.17,187.58,1,1,0,0.808,100,52.29
4515,Plastic,PP,31.66,0.37,4.94,0.91,0.858,0.038,1.633,74.2,146.91
4516,Metal,Aluminum Rigid (Can Grade),92.74,1.66,72.65,0.975,0.972,0,8.231,96.4,213.31
4517,Sustainable,Hemp Fiber Board,28.41,4.55,70.35,0.419,0.456,1,0.692,85.4,117.86
4518,Bioplastic,PLA,49.9,3.77,91.65,0.706,0.75,0.916,1.061,60.9,201.69
4519,Metal,Tinplate (Coated Steel),246.72,7.31,904.53,0.922,0.904,0,2.013,96.8,146.08
4520,Metal,Aluminum Foil (Thin Gauge),63.15,5.8,178.82,0.931,0.872,0,6.227,100,200.86
4521,Plastic,PET,49.43,4.74,102.24,0.971,1,0.021,2.214,80.1,203.35
4522,Sustainable,Hemp Fiber Board,27.45,4.57,55.43,0.482,0.438,0.922,0.866,76.7,132.8
4523,Sustainable,Mycelium Packaging,15.38,5.16,41.12,0.187,0.213,0.937,0.334,67.4,117.86
4524,Glass,Borosilicate Glass,73.12,7.57,172.28,1,0.8,0,1.459,86.2,105.41
4525,Plastic,PET,50.48,7.24,184.43,0.917,0.939,0.019,2.316,78.3,185.09
4526,Glass,Tempered Glass,82.14,3.52,103.4,1,0.879,0,1.586,80.4,128.65
4527,Glass,Tempered Glass,79.03,3.31,101.98,1,0.934,0,1.537,81.8,126.99
4528,Bioplastic,PLA,50.04,6.93,122.74,0.69,0.717,0.873,1.328,52.3,187.58
4529,Sustainable,Hemp Fiber Board,28.56,5.09,55.27,0.448,0.5,0.888,0.785,80.7,123.67
4530,Paper,Molded Pulp,21.34,1.93,20.34,0.193,0.144,0.978,0.751,77.7,69.72
4531,Paper,Kraft Paper,24.03,7.58,59.28,0.307,0.161,0.97,0.697,95.1,63.08
4532,Metal,Aluminum Foil (Thin Gauge),65.93,4.82,153.12,1,0.974,0,6.499,98.4,290.5
4533,Plastic,PET,49.1,6,94.14,0.893,1,0.019,2.177,80.8,136.12
4534,Metal,Tinplate (Coated Steel),255.6,5.94,450.94,0.948,0.964,0,1.972,97.5,120.35
4535,Plastic,PET,45.75,0.38,5.75,0.831,0.885,0.021,2.015,83.7,195.88
4536,Bioplastic,PLA,50.06,0.74,15.8,0.7,0.693,0.8,1.399,50,258.13
4537,Plastic,PET,45.87,2.18,44.59,0.876,0.989,0.02,1.996,84.1,151.06
4538,Glass,Tempered Glass,81.43,3.76,154.07,0.958,0.857,0,1.589,80.3,86.32
4539,Sustainable,Mycelium Packaging,15.25,6.4,30.97,0.193,0.266,0.988,0.328,68.1,127.82
4540,Sustainable,Seaweed-based Film,17.97,1.15,8.34,0.689,0.643,0.976,0.655,67.9,114.54
4541,Plastic,PET,54.5,0.93,25.6,0.872,0.955,0.02,2.426,76.3,205.84
4542,Metal,Steel (304 Grade),399.29,4.9,633.38,0.931,1,0,2.149,95.5,119.52
4543,Metal,Aluminum Rigid (Can Grade),97.02,5.57,228.73,0.959,0.908,0,7.47,100,274.73
4544,Metal,Steel (304 Grade),395.84,6.89,1222.95,0.97,0.839,0,1.887,99.7,141.93
4545,Plastic,HDPE,21.37,3.1,20.42,1,0.779,0.05,1.5,74.5,140.27
4546,Paper,Kraft Paper,24.79,4.8,57.38,0.319,0.201,0.976,0.702,94.9,55.61
4547,Metal,Aluminum Alloy 3003,112.24,1.73,91.52,1,0.866,0,8.432,95.4,249
4548,Glass,Borosilicate Glass,75.17,1.89,69.05,1,0.822,0,1.106,96.8,79.68
4549,Sustainable,Seaweed-based Film,17.8,5.06,44.08,0.658,0.734,1,0.635,69.2,116.2
4550,Bioplastic,PLA,48.62,0.4,5.95,0.71,0.633,0.789,1.221,55.8,234.06
4551,Glass,Tempered Glass,82.38,6.48,280.72,1,0.856,0,1.138,93,90.47
4552,Metal,Aluminum Foil (Thin Gauge),65.57,1.6,42.21,1,0.795,0,6.755,97,223.27
4553,Paper,Corrugated Board,31.78,1.92,27.15,0.372,0.221,0.901,0.816,100,99.6
4554,Glass,Soda-Lime Glass,68.9,2.7,67.96,1,0.938,0,0.916,100,49.8
4555,Glass,Soda-Lime Glass,71.95,7.32,160.96,1,0.896,0,1.117,93.1,53.12
4556,Sustainable,Mycelium Packaging,14.64,2.06,15.42,0.199,0.223,1,0.396,60.4,110.39
4557,Metal,Tinplate (Coated Steel),242.7,2.93,300.6,0.977,1,0,1.842,99.8,104.58
4558,Bioplastic,PLA,48.9,2.77,65,0.73,0.642,0.907,0.956,64.3,292.16
4559,Metal,Aluminum Foil (Thin Gauge),65.43,7.42,190.61,1,0.946,0,6.243,99.9,246.51
4560,Metal,Steel (304 Grade),393.43,1.69,295.9,1,0.945,0,2.784,85.3,127.82
4561,Metal,Aluminum Rigid (Can Grade),93.14,2.84,124.19,0.94,1,0,6.212,100,237.38
4562,Bioplastic,PLA,50.74,4.8,76,0.652,0.81,0.812,1.009,62.6,213.31
4563,Sustainable,Hemp Fiber Board,27.3,6.56,86.25,0.458,0.526,0.921,0.881,76,106.24
4564,Sustainable,Mycelium Packaging,14.61,7.3,37.96,0.21,0.229,1,0.366,63.9,107.9
4565,Metal,Steel (304 Grade),399.39,2.71,504.31,1,0.926,0,2.107,96.1,170.98
4566,Glass,Borosilicate Glass,73,1.99,59.12,0.937,1,0,1.353,89.4,71.38
4567,Bioplastic,PLA,49.52,7.64,141.38,0.74,0.759,0.829,1.069,60.6,186.75
4568,Paper,Molded Pulp,18.56,3.37,23.64,0.201,0.163,1,0.671,82.3,61.42
4569,Sustainable,Seaweed-based Film,17.75,0.56,4.79,0.658,0.741,0.943,0.68,66.3,151.06
4570,Glass,Borosilicate Glass,74.33,7.09,275.67,1,1,0,1.306,90.8,81.34
4571,Metal,Aluminum Foil (Thin Gauge),65.14,4.09,142.59,1,0.79,0,6.653,97.6,263.94
4572,Glass,Tempered Glass,78.7,1.25,47.9,1,0.97,0,1.06,95.2,108.73
4573,Paper,Kraft Paper,20.72,1.84,17.96,0.299,0.177,0.945,0.602,99.9,54.78
4574,Sustainable,Hemp Fiber Board,28.16,4.41,62.11,0.442,0.458,0.997,0.846,77.7,138.61
4575,Sustainable,Mycelium Packaging,14.6,6.91,53.64,0.187,0.27,1,0.268,74.8,94.62
4576,Paper,Kraft Paper,29.62,0.85,12.15,0.294,0.182,0.92,0.86,87,78.02
4577,Metal,Tinplate (Coated Steel),251.33,1.86,204.99,0.941,1,0,1.756,100,98.77
4578,Plastic,PP,28.53,0.67,7.7,0.953,0.926,0.043,1.444,78.9,138.61
4579,Bioplastic,PLA,50.48,4.22,108.44,0.734,0.79,0.915,1.383,50.5,194.22
4580,Sustainable,Mycelium Packaging,14.75,4.94,21.99,0.2,0.272,1,0.367,63.7,128.65
4581,Sustainable,Seaweed-based Film,17.54,6.95,39.81,0.602,0.567,0.959,0.52,76.6,151.06
4582,Sustainable,Seaweed-based Film,18,5.16,40.49,0.605,0.615,0.982,0.563,73.8,131.97
4583,Sustainable,Bagasse,19.47,7.5,77.25,0.331,0.327,0.918,0.502,77.3,105.41
4584,Metal,Aluminum Alloy 3003,112.64,2.05,117.71,0.936,1,0,6.682,100,259.79
4585,Metal,Aluminum Alloy 3003,112.44,5.08,239.07,0.999,0.964,0,6.671,100,238.21
4586,Paper,Corrugated Board,37.44,2.58,47.98,0.363,0.215,1,1.009,93.7,89.64
4587,Sustainable,Bagasse,19.99,1.4,13.11,0.336,0.41,0.983,0.406,84.5,70.55
4588,Sustainable,Hemp Fiber Board,28.1,7.29,63,0.417,0.401,0.932,0.726,83.7,131.97
4589,Paper,Molded Pulp,17.63,7.72,58.69,0.214,0.139,1,0.6,86.2,77.19
4590,Sustainable,Seaweed-based Film,17.93,2.37,17.92,0.623,0.667,1,0.506,77.5,126.99
4591,Plastic,HDPE,22.99,3.27,35.2,0.924,1,0.049,1.694,69.9,141.93
4592,Metal,Aluminum Alloy 3003,111.04,5.66,284.96,0.989,0.822,0,8.373,95.7,288.84
4593,Paper,Kraft Paper,30.11,1.52,18.95,0.312,0.196,0.896,0.888,85.6,78.85
4594,Glass,Tempered Glass,81.07,3.9,107.87,1,0.96,0,1.584,80.5,127.82
4595,Paper,Molded Pulp,17.63,2.04,18.21,0.194,0.124,0.971,0.6,86.3,59.76
4596,Sustainable,Seaweed-based Film,18.21,2.8,24.92,0.64,0.702,0.899,0.48,79.1,118.69
4597,Metal,Tinplate (Coated Steel),248.78,7.27,813.87,0.991,0.998,0,2.214,93.1,147.74
4598,Glass,Borosilicate Glass,76.24,5.27,155.26,0.959,0.806,0,1.283,91.5,71.38
4599,Plastic,PP,28.96,3.82,37.19,0.929,0.835,0.04,1.417,79.6,160.19
4600,Plastic,PP,29.88,6.73,70.64,0.898,0.91,0.037,1.501,77.5,145.25
4601,Paper,Kraft Paper,29.57,0.87,12.29,0.296,0.21,0.988,0.9,85,78.85
4602,Sustainable,Seaweed-based Film,17.59,7.06,52.43,0.629,0.572,1,0.541,75.2,116.2
4603,Glass,Soda-Lime Glass,69.76,1.46,32.22,0.935,0.899,0,1.015,96.9,69.72
4604,Plastic,HDPE,20.8,5.47,56.03,1,0.806,0.048,1.501,74.5,128.65
4605,Plastic,PP,25.38,2.51,32.1,0.928,0.963,0.042,1.273,83.2,159.36
4606,Sustainable,Hemp Fiber Board,28.17,6.34,92.92,0.446,0.547,0.955,0.631,88.5,102.92
4607,Metal,Aluminum Foil (Thin Gauge),63.26,6.27,145.14,0.942,0.909,0,5.283,100,229.91
4608,Metal,Aluminum Foil (Thin Gauge),63.39,4.98,167.21,1,0.914,0,6.134,100,229.08
4609,Paper,Kraft Paper,23.2,7.4,59.63,0.293,0.192,0.93,0.644,97.8,72.21
4610,Metal,Aluminum Alloy 3003,111.72,1.22,55.25,0.942,1,0,6.689,100,302.95
4611,Sustainable,Seaweed-based Film,18.53,6.28,44.52,0.627,0.715,1,0.501,77.8,115.37
4612,Paper,Corrugated Board,33.22,7.33,74.92,0.336,0.214,0.927,0.858,99.9,88.81
4613,Metal,Aluminum Rigid (Can Grade),94.88,1.39,52.9,0.965,1,0,7.388,100,251.49
4614,Sustainable,Seaweed-based Film,17.73,0.94,5.55,0.691,0.731,0.942,0.683,66.1,161.85
4615,Sustainable,Seaweed-based Film,17.72,4.76,39.12,0.601,0.622,0.943,0.697,65.2,134.46
4616,Metal,Steel (304 Grade),389.35,5.32,636.43,1,0.956,0,2.184,94.9,153.55
4617,Paper,Molded Pulp,20.08,3.69,24.11,0.196,0.127,0.974,0.699,80.7,60.59
4618,Paper,Corrugated Board,33.39,2.85,47.98,0.36,0.227,0.924,0.869,99.4,96.28
4619,Plastic,HDPE,21.65,6.77,71.31,0.989,0.823,0.052,1.524,73.9,131.14
4620,Sustainable,Seaweed-based Film,18.05,7.33,51.97,0.64,0.592,0.922,0.474,79.5,122.84
4621,Paper,Molded Pulp,20.73,5.32,37.96,0.195,0.138,0.903,0.743,78.2,64.74
4622,Sustainable,Mycelium Packaging,14.96,0.23,1.82,0.196,0.262,0.968,0.368,63.6,123.67
4623,Sustainable,Bagasse,19.61,7.32,59.87,0.331,0.36,1,0.572,72.1,92.13
4624,Glass,Soda-Lime Glass,69.77,2.05,45.42,0.978,0.908,0,1.033,96.3,69.72
4625,Paper,Corrugated Board,30.39,4.58,71.78,0.355,0.204,0.928,0.779,100,79.68
4626,Glass,Soda-Lime Glass,68.27,7.04,177.07,0.969,0.944,0,0.824,100,45.65
4627,Metal,Steel (304 Grade),388.64,1.92,397.1,0.957,0.849,0,2.182,94.9,139.44
4628,Metal,Tinplate (Coated Steel),245.98,7.85,852.56,0.95,1,0,2.37,90.3,111.22
4629,Glass,Borosilicate Glass,74.68,7.99,245.93,1,0.86,0,1.122,96.3,83
4630,Glass,Soda-Lime Glass,70.85,7.36,267.78,1,0.843,0,0.963,98.9,60.59
4631,Glass,Tempered Glass,80.34,2.99,73.23,1,0.996,0,1.309,88.2,96.28
4632,Metal,Steel (304 Grade),398,3.81,459.62,0.955,0.847,0,2.6,88.2,127.82
4633,Plastic,PET,42.92,2.74,37.81,0.872,0.861,0.021,1.914,85.5,134.46
4634,Glass,Borosilicate Glass,74.23,5.35,191.74,1,0.829,0,1.252,92.4,73.04
4635,Sustainable,Mycelium Packaging,15.04,4.69,34.82,0.2,0.269,0.968,0.312,69.9,125.33
4636,Paper,Molded Pulp,20.46,5.27,32.3,0.209,0.132,1,0.744,78.2,64.74
4637,Bioplastic,PLA,48.89,7.16,151.15,0.7,0.723,0.815,1.062,60.9,180.94
4638,Metal,Tinplate (Coated Steel),257.44,5.56,735.31,0.95,0.806,0,2.115,94.9,134.46
4639,Paper,Molded Pulp,17.1,0.65,5.15,0.199,0.129,0.92,0.576,87.6,79.68
4640,Paper,Kraft Paper,22.9,7.61,54.7,0.306,0.217,0.901,0.659,97,72.21
4641,Bioplastic,PLA,50.83,1.38,30.8,0.662,0.745,0.827,1.15,58,156.87
4642,Sustainable,Seaweed-based Film,18.04,7.36,43.98,0.63,0.714,0.905,0.583,72.5,129.48
4643,Paper,Corrugated Board,33.72,6.91,124.62,0.355,0.213,0.88,0.874,99.3,77.19
4644,Paper,Molded Pulp,20.27,2.94,21.91,0.185,0.16,1,0.726,79.2,86.32
4645,Sustainable,Seaweed-based Film,18.25,4.12,37.01,0.668,0.642,0.925,0.494,78.2,114.54
4646,Metal,Aluminum Rigid (Can Grade),93.67,1.03,29.74,1,0.977,0,8.469,95.2,293.82
4647,Metal,Aluminum Foil (Thin Gauge),64.58,5.4,167.37,1,0.932,0,7.216,94.4,296.31
4648,Plastic,PP,24.09,5.59,41.81,0.928,0.859,0.041,1.189,85.3,197.54
4649,Bioplastic,PLA,48.83,5.36,77.44,0.723,0.677,0.783,0.958,64.2,256.47
4650,Plastic,HDPE,19.25,0.43,4.24,0.962,0.969,0.046,1.352,78,212.48
4651,Metal,Aluminum Rigid (Can Grade),92.24,6.5,309.43,1,0.819,0,8.388,95.6,244.02
4652,Sustainable,Seaweed-based Film,18.34,1.25,10.7,0.642,0.627,0.982,0.636,69.1,125.33
4653,Glass,Tempered Glass,81.26,4.92,190.3,0.938,0.888,0,1.192,91.5,101.26
4654,Metal,Aluminum Foil (Thin Gauge),63.17,4.9,97.42,0.921,0.986,0,7.213,94.4,308.76
4655,Sustainable,Seaweed-based Film,18.1,3.72,26.01,0.666,0.647,0.944,0.628,69.6,123.67
4656,Metal,Aluminum Foil (Thin Gauge),66.8,3.79,113.67,1,0.85,0,5.923,100,244.85
4657,Paper,Corrugated Board,35.19,0.55,9.72,0.372,0.206,1,0.939,96.6,100.43
4658,Sustainable,Seaweed-based Film,17.5,3.55,22.92,0.645,0.657,0.954,0.571,73.3,118.69
4659,Paper,Kraft Paper,26.32,4,42.72,0.293,0.205,0.99,0.798,90.1,78.85
4660,Metal,Steel (304 Grade),401.55,4.27,760.78,0.939,0.973,0,2.493,89.9,167.66
4661,Plastic,PET,53.26,0.44,10.55,0.947,1,0.021,2.402,76.8,147.74
4662,Metal,Tinplate (Coated Steel),252.61,1.41,178.34,1,0.876,0,2.494,88.1,167.66
4663,Paper,Molded Pulp,20.94,4.03,39.93,0.215,0.144,0.923,0.732,78.8,69.72
4664,Sustainable,Mycelium Packaging,15.42,6.62,49.51,0.209,0.215,0.967,0.366,63.8,97.11
4665,Sustainable,Hemp Fiber Board,28.11,4.95,74.38,0.416,0.492,0.908,0.749,82.6,118.69
4666,Metal,Steel (304 Grade),407,4.3,756.15,0.976,1,0,2.402,91.4,127.82
4667,Metal,Tinplate (Coated Steel),249.92,7.51,978.11,1,1,0,2.067,95.8,155.21
4668,Plastic,PET,47.24,5.01,78.72,0.901,0.875,0.02,2.13,81.7,138.61
4669,Paper,Molded Pulp,20.49,3.55,31.58,0.21,0.141,0.972,0.732,78.8,76.36
4670,Paper,Corrugated Board,39.08,0.58,9.6,0.327,0.236,0.936,1.058,91.7,125.33
4671,Paper,Molded Pulp,19.14,1.76,12.22,0.197,0.16,1,0.69,81.2,87.15
4672,Metal,Aluminum Foil (Thin Gauge),63.48,5.09,121.21,1,0.879,0,6.246,99.9,281.37
4673,Paper,Molded Pulp,21.8,1.7,18.98,0.193,0.134,0.906,0.767,76.9,84.66
4674,Paper,Kraft Paper,23.44,6.79,48.51,0.277,0.171,1,0.69,95.5,53.12
4675,Sustainable,Bagasse,19.79,7.92,69.93,0.368,0.425,0.931,0.42,83.5,78.85
4676,Sustainable,Bagasse,20.26,7.22,62.37,0.329,0.353,0.965,0.438,82.1,77.19
4677,Metal,Aluminum Foil (Thin Gauge),63.09,2.1,70.81,1,1,0,5.885,100,194.22
4678,Metal,Aluminum Foil (Thin Gauge),65.37,6.39,196.95,0.993,0.854,0,6.346,99.3,230.74
4679,Metal,Steel (304 Grade),399.15,0.73,113.19,1,0.992,0,2.241,94,157.7
4680,Plastic,PET,55.05,4.22,105.32,0.924,0.96,0.019,2.484,75.3,145.25
4681,Paper,Molded Pulp,21.11,3.36,33.1,0.194,0.127,1,0.745,78.1,90.47
4682,Metal,Aluminum Rigid (Can Grade),92.46,2.79,135.34,1,0.945,0,8.102,97.1,229.91
4683,Glass,Soda-Lime Glass,69.51,7.29,239.3,1,1,0,0.982,98.2,63.08
4684,Sustainable,Seaweed-based Film,18.25,5.01,38.07,0.673,0.586,0.956,0.548,74.8,150.23
4685,Paper,Molded Pulp,20.61,2.34,21.82,0.202,0.162,0.926,0.767,76.8,94.62
4686,Metal,Aluminum Rigid (Can Grade),93.62,6.71,208.28,1,1,0,6.144,100,194.22
4687,Sustainable,Bagasse,19.86,2.33,14.47,0.334,0.345,0.997,0.432,82.6,92.13
4688,Paper,Kraft Paper,25.15,3.25,27.5,0.316,0.193,0.969,0.752,92.4,66.4
4689,Bioplastic,PLA,50.67,2.78,63.84,0.725,0.601,0.903,1.062,60.9,153.55
4690,Plastic,PET,53.56,4.14,106.2,0.859,0.966,0.021,2.423,76.4,146.08
